Source,Target,t,Type
123,253,912460,Undirected
164,253,912460,Undirected
164,253,912480,Undirected
123,164,912480,Undirected
63,481,912480,Undirected
63,481,912500,Undirected
123,164,912500,Undirected
164,253,912500,Undirected
63,481,912520,Undirected
123,164,912520,Undirected
123,253,912540,Undirected
164,253,912540,Undirected
123,164,912540,Undirected
123,164,912560,Undirected
123,253,912560,Undirected
164,253,912560,Undirected
123,164,912580,Undirected
123,253,912580,Undirected
164,253,912580,Undirected
123,164,912600,Undirected
123,253,912600,Undirected
164,253,912620,Undirected
123,164,912620,Undirected
164,253,912640,Undirected
123,253,912640,Undirected
603,791,912660,Undirected
123,164,912660,Undirected
123,253,912660,Undirected
164,253,912660,Undirected
123,164,912680,Undirected
123,253,912680,Undirected
164,253,912680,Undirected
603,791,912700,Undirected
118,164,912700,Undirected
123,253,912700,Undirected
123,164,912700,Undirected
164,253,912700,Undirected
164,253,912720,Undirected
123,164,912720,Undirected
603,791,912740,Undirected
123,253,912740,Undirected
123,164,912740,Undirected
164,253,912740,Undirected
164,253,912760,Undirected
123,164,912760,Undirected
123,253,912760,Undirected
164,253,912780,Undirected
123,164,912780,Undirected
123,164,912800,Undirected
164,253,912820,Undirected
123,164,912820,Undirected
164,253,912840,Undirected
123,164,912840,Undirected
123,164,912860,Undirected
123,164,912880,Undirected
123,164,912900,Undirected
164,253,912920,Undirected
123,164,912920,Undirected
123,164,912940,Undirected
123,164,912960,Undirected
164,253,912960,Undirected
123,164,912980,Undirected
164,253,913000,Undirected
123,164,913000,Undirected
164,253,913080,Undirected
123,164,913080,Undirected
123,164,913100,Undirected
784,875,913180,Undirected
134,751,913460,Undirected
134,751,913480,Undirected
95,662,913480,Undirected
134,184,913540,Undirected
184,751,913540,Undirected
134,751,913540,Undirected
134,184,913560,Undirected
184,751,913560,Undirected
134,751,913560,Undirected
184,751,913600,Undirected
123,253,913600,Undirected
95,181,913640,Undirected
134,751,913680,Undirected
134,751,913720,Undirected
95,819,913720,Undirected
134,751,913740,Undirected
95,819,913780,Undirected
164,533,913780,Undirected
134,751,913780,Undirected
122,533,913800,Undirected
122,164,913800,Undirected
122,533,913820,Undirected
122,533,913840,Undirected
134,751,913840,Undirected
134,751,913860,Undirected
95,819,913860,Undirected
134,751,913880,Undirected
95,819,913880,Undirected
134,751,913960,Undirected
134,751,913980,Undirected
134,751,914000,Undirected
134,751,914020,Undirected
134,751,914040,Undirected
134,751,914080,Undirected
134,751,914100,Undirected
95,819,914120,Undirected
134,751,914140,Undirected
134,751,914160,Undirected
134,751,914180,Undirected
87,265,914180,Undirected
80,285,914200,Undirected
87,265,914200,Undirected
80,285,914220,Undirected
134,751,914220,Undirected
134,751,914240,Undirected
80,285,914240,Undirected
87,265,914240,Undirected
223,448,914240,Undirected
63,481,914260,Undirected
87,265,914260,Undirected
95,123,914260,Undirected
134,751,914260,Undirected
63,223,914260,Undirected
80,285,914260,Undirected
134,751,914280,Undirected
80,285,914280,Undirected
134,751,914300,Undirected
223,791,914320,Undirected
134,751,914320,Undirected
80,285,914340,Undirected
134,751,914340,Undirected
80,285,914360,Undirected
265,743,914360,Undirected
80,285,914380,Undirected
134,751,914380,Undirected
265,743,914380,Undirected
134,751,914400,Undirected
80,285,914460,Undirected
63,533,914480,Undirected
265,743,914480,Undirected
63,533,914500,Undirected
63,533,914520,Undirected
63,533,914540,Undirected
63,533,914560,Undirected
63,533,914580,Undirected
779,819,914620,Undirected
481,533,914640,Undirected
63,499,914640,Undirected
265,743,914640,Undirected
63,481,914660,Undirected
265,743,914660,Undirected
153,271,914680,Undirected
63,481,914680,Undirected
265,743,914700,Undirected
63,481,914700,Undirected
63,481,914720,Undirected
63,481,914740,Undirected
63,481,914760,Undirected
63,481,914780,Undirected
265,743,914780,Undirected
63,481,914800,Undirected
311,662,914800,Undirected
265,743,914800,Undirected
265,743,914820,Undirected
311,662,914820,Undirected
63,481,914820,Undirected
311,662,914840,Undirected
265,743,914840,Undirected
311,662,914860,Undirected
265,743,914860,Undirected
311,662,914880,Undirected
311,662,914900,Undirected
311,662,914920,Undirected
311,662,914940,Undirected
311,662,914960,Undirected
311,662,914980,Undirected
311,662,915000,Undirected
311,662,915020,Undirected
311,662,915040,Undirected
311,662,915060,Undirected
311,662,915080,Undirected
154,499,915100,Undirected
311,662,915100,Undirected
154,499,915120,Undirected
265,743,915140,Undirected
63,499,915160,Undirected
63,481,915220,Undirected
311,662,915300,Undirected
311,662,915320,Undirected
154,271,915440,Undirected
311,662,915640,Undirected
779,819,915660,Undirected
311,662,915660,Undirected
311,819,915700,Undirected
779,819,915720,Undirected
311,819,915720,Undirected
223,791,915840,Undirected
273,778,915880,Undirected
311,662,915900,Undirected
265,743,916040,Undirected
172,779,916140,Undirected
194,311,916420,Undirected
194,311,916440,Undirected
271,533,916460,Undirected
194,311,916460,Undirected
153,533,916460,Undirected
153,271,916480,Undirected
265,743,916500,Undirected
194,311,916560,Undirected
194,311,916580,Undirected
63,709,916600,Undirected
194,311,916600,Undirected
153,271,916860,Undirected
153,271,916880,Undirected
153,271,916900,Undirected
285,875,916980,Undirected
63,481,917020,Undirected
153,271,917180,Undirected
153,271,917220,Undirected
153,271,917260,Undirected
265,743,917300,Undirected
153,271,917320,Undirected
153,271,917360,Undirected
268,826,917380,Undirected
153,271,917380,Undirected
153,271,917400,Undirected
153,271,917480,Undirected
153,271,917500,Undirected
153,271,917520,Undirected
153,271,917540,Undirected
153,271,917560,Undirected
285,875,917700,Undirected
153,271,917740,Undirected
153,271,917760,Undirected
285,875,917800,Undirected
63,481,917800,Undirected
153,271,917820,Undirected
63,481,917820,Undirected
153,271,917840,Undirected
63,481,917840,Undirected
194,311,917860,Undirected
153,271,917860,Undirected
63,481,917860,Undirected
194,311,917880,Undirected
153,271,917880,Undirected
63,481,917880,Undirected
153,271,917900,Undirected
63,481,917900,Undirected
153,271,917920,Undirected
63,481,917920,Undirected
153,271,917940,Undirected
63,481,917960,Undirected
153,271,918000,Undirected
265,743,918000,Undirected
153,271,918020,Undirected
265,743,918020,Undirected
153,271,918040,Undirected
265,743,918040,Undirected
153,271,918060,Undirected
153,271,918080,Undirected
153,271,918100,Undirected
153,271,918120,Undirected
223,791,918140,Undirected
153,271,918140,Undirected
153,271,918160,Undirected
265,743,918160,Undirected
153,271,918180,Undirected
265,743,918180,Undirected
153,271,918200,Undirected
265,743,918200,Undirected
50,80,918220,Undirected
153,271,918220,Undirected
265,743,918220,Undirected
153,271,918240,Undirected
153,271,918260,Undirected
153,271,918280,Undirected
223,791,918320,Undirected
153,271,918320,Undirected
265,743,918320,Undirected
153,271,918340,Undirected
153,271,918360,Undirected
223,791,918380,Undirected
153,271,918380,Undirected
223,791,918400,Undirected
153,271,918400,Undirected
223,791,918420,Undirected
153,271,918420,Undirected
153,271,918440,Undirected
273,778,918460,Undirected
273,778,918480,Undirected
273,778,918500,Undirected
273,778,918520,Undirected
153,271,918520,Undirected
153,533,918520,Undirected
273,778,918540,Undirected
273,778,918560,Undirected
273,778,918580,Undirected
273,778,918600,Undirected
273,778,918620,Undirected
265,743,918640,Undirected
119,875,918640,Undirected
273,778,918640,Undirected
87,875,918640,Undirected
273,778,918660,Undirected
265,743,918660,Undirected
273,778,918680,Undirected
273,778,918700,Undirected
273,778,918720,Undirected
63,481,918720,Undirected
273,778,918740,Undirected
223,791,918740,Undirected
273,778,918760,Undirected
223,791,918760,Undirected
273,778,918780,Undirected
273,778,918800,Undirected
273,778,918820,Undirected
153,533,918820,Undirected
273,778,918840,Undirected
273,778,918860,Undirected
273,778,918880,Undirected
273,778,918900,Undirected
273,778,918920,Undirected
113,181,918920,Undirected
265,743,918920,Undirected
273,778,918940,Undirected
265,743,918940,Undirected
273,778,918960,Undirected
119,499,918960,Undirected
265,743,918960,Undirected
119,499,918980,Undirected
273,778,918980,Undirected
285,431,918980,Undirected
273,778,919000,Undirected
273,778,919020,Undirected
273,778,919040,Undirected
265,743,919040,Undirected
273,778,919060,Undirected
273,778,919160,Undirected
265,743,919180,Undirected
273,778,919200,Undirected
271,533,919200,Undirected
153,533,919240,Undirected
63,481,919240,Undirected
265,743,919240,Undirected
153,533,919260,Undirected
265,743,919260,Undirected
63,481,919260,Undirected
63,481,919280,Undirected
153,533,919300,Undirected
273,778,919320,Undirected
273,778,919340,Undirected
153,533,919340,Undirected
265,743,919340,Undirected
273,778,919360,Undirected
265,743,919360,Undirected
273,778,919380,Undirected
153,271,919380,Undirected
273,778,919400,Undirected
153,271,919400,Undirected
265,743,919400,Undirected
273,778,919420,Undirected
265,743,919420,Undirected
273,778,919440,Undirected
273,778,919460,Undirected
271,533,919460,Undirected
265,743,919460,Undirected
273,778,919480,Undirected
271,533,919480,Undirected
265,743,919480,Undirected
273,778,919500,Undirected
271,533,919500,Undirected
265,743,919500,Undirected
273,778,919520,Undirected
273,778,919540,Undirected
273,778,919560,Undirected
39,662,919560,Undirected
273,778,919580,Undirected
39,662,919580,Undirected
265,743,919580,Undirected
273,778,919620,Undirected
273,778,919640,Undirected
273,778,919660,Undirected
273,778,919760,Undirected
271,533,919800,Undirected
63,481,919820,Undirected
63,709,919820,Undirected
265,743,919820,Undirected
63,709,919840,Undirected
105,113,919840,Undirected
265,743,919840,Undirected
105,113,919860,Undirected
63,709,919880,Undirected
63,709,919900,Undirected
105,113,919900,Undirected
63,709,919920,Undirected
105,113,919920,Undirected
105,113,919940,Undirected
105,113,919960,Undirected
105,113,919980,Undirected
271,533,920000,Undirected
105,113,920000,Undirected
271,533,920020,Undirected
105,113,920020,Undirected
271,533,920040,Undirected
63,481,920040,Undirected
271,533,920060,Undirected
265,743,920100,Undirected
265,743,920120,Undirected
265,743,920140,Undirected
265,743,920160,Undirected
265,743,920180,Undirected
265,743,920200,Undirected
265,743,920220,Undirected
265,743,920240,Undirected
271,533,920360,Undirected
265,743,920380,Undirected
265,743,920400,Undirected
271,533,920420,Undirected
265,743,920420,Undirected
265,743,920440,Undirected
265,743,920460,Undirected
56,132,920580,Undirected
265,743,920600,Undirected
265,743,920620,Undirected
271,533,920640,Undirected
153,271,920800,Undirected
265,743,920900,Undirected
265,743,920920,Undirected
265,743,920940,Undirected
265,743,920960,Undirected
265,743,920980,Undirected
29,791,921080,Undirected
265,743,921100,Undirected
265,743,921120,Undirected
265,743,921140,Undirected
265,743,921160,Undirected
265,743,921180,Undirected
265,743,921200,Undirected
265,743,921320,Undirected
265,743,921420,Undirected
265,743,921460,Undirected
265,743,921520,Undirected
265,743,921540,Undirected
63,709,921580,Undirected
265,743,921600,Undirected
63,481,921680,Undirected
56,132,922360,Undirected
265,743,922440,Undirected
311,662,922820,Undirected
779,819,922960,Undirected
181,804,922980,Undirected
779,819,922980,Undirected
265,743,923120,Undirected
311,804,923200,Undirected
194,804,923200,Undirected
194,804,923220,Undirected
194,804,923240,Undirected
194,804,923260,Undirected
194,804,923280,Undirected
265,743,923280,Undirected
194,804,923300,Undirected
265,743,923300,Undirected
265,743,923340,Undirected
255,826,923360,Undirected
255,826,923380,Undirected
194,804,923420,Undirected
184,751,923460,Undirected
181,804,923460,Undirected
181,804,923480,Undirected
751,826,923480,Undirected
184,265,923500,Undirected
181,804,923500,Undirected
265,826,923520,Undirected
181,804,923520,Undirected
184,751,923540,Undirected
181,804,923540,Undirected
184,751,923560,Undirected
181,804,923560,Undirected
184,751,923580,Undirected
181,804,923580,Undirected
184,751,923600,Undirected
181,804,923600,Undirected
184,751,923620,Undirected
181,804,923620,Undirected
184,751,923640,Undirected
181,804,923640,Undirected
181,804,923660,Undirected
184,751,923660,Undirected
181,804,923680,Undirected
181,804,923700,Undirected
184,751,923720,Undirected
181,804,923720,Undirected
181,804,923740,Undirected
181,804,923760,Undirected
181,804,923780,Undirected
273,743,923800,Undirected
273,743,923820,Undirected
181,804,923820,Undirected
181,804,923840,Undirected
181,804,923860,Undirected
181,804,923880,Undirected
181,804,923900,Undirected
181,804,923920,Undirected
511,804,923960,Undirected
184,751,923960,Undirected
511,804,923980,Undirected
511,804,924000,Undirected
63,499,924060,Undirected
63,499,924080,Undirected
15,123,924220,Undirected
122,153,924280,Undirected
153,154,924380,Undirected
39,181,924420,Undirected
39,181,924440,Undirected
15,123,924440,Undirected
122,153,924500,Undirected
39,181,924580,Undirected
15,123,924660,Undirected
122,153,925020,Undirected
122,153,925040,Undirected
273,743,925060,Undirected
273,743,925080,Undirected
273,743,925100,Undirected
273,743,925160,Undirected
273,743,925300,Undirected
265,826,925480,Undirected
265,826,925500,Undirected
223,311,925500,Undirected
273,743,925560,Undirected
273,743,925580,Undirected
273,743,925600,Undirected
15,123,925600,Undirected
273,743,925620,Undirected
273,743,925640,Undirected
273,743,925660,Undirected
273,743,925680,Undirected
273,743,925740,Undirected
273,743,925780,Undirected
184,255,925780,Undirected
273,743,925800,Undirected
273,743,925820,Undirected
273,743,925840,Undirected
273,743,925860,Undirected
48,209,925880,Undirected
273,743,925880,Undirected
48,209,925900,Undirected
273,743,925900,Undirected
48,209,925920,Undirected
48,209,925940,Undirected
48,209,925960,Undirected
63,481,925960,Undirected
17,50,926080,Undirected
17,134,926080,Undirected
50,134,926080,Undirected
153,271,926080,Undirected
17,134,926100,Undirected
50,134,926100,Undirected
153,271,926100,Undirected
153,271,926120,Undirected
153,271,926140,Undirected
153,271,926160,Undirected
153,271,926180,Undirected
153,271,926260,Undirected
95,194,926320,Undirected
122,154,926620,Undirected
95,311,926640,Undirected
122,154,926660,Undirected
122,154,926680,Undirected
95,194,926680,Undirected
122,154,926700,Undirected
95,194,926700,Undirected
122,154,926720,Undirected
95,194,926720,Undirected
95,311,926740,Undirected
122,154,926820,Undirected
120,987,926840,Undirected
819,987,926860,Undirected
196,779,926860,Undirected
122,154,926920,Undirected
196,987,926920,Undirected
122,154,926940,Undirected
122,154,926960,Undirected
113,194,926980,Undirected
122,154,927000,Undirected
113,194,927000,Undirected
